"","code","country","age_midage","age_old","age_veryold","age_veryyoung","age_young","code_numeric","education","fhpolrigaug","laborshare","lpop","lrgdpch","medage","nsave","polity4","socialist","year","year_numeric","sample","worldincome","worlddemocracy","samplebalancefe","samplebalancegmm","lag_fhpolrigaug","lag_lrgdpch"
"372","MRT","Mauritania",0.1686461,0.0950119,0.0451306,0.432304,0.2589074,126,NA,0.1666667,NA,7.107426,7.53964,18.6,0.2774168,0.15,0,1970,35,1,17.50379,0.4613142,1,1,0.59,7.438795
"373","MRT","Mauritania",0.1644413,0.0962755,0.0470836,0.4371047,0.2550949,126,NA,0.1666667,NA,7.223296,7.490358,18.2,0.0267654,0.15,0,1975,36,1,17.62322,0.4654907,1,1,0.1666667,7.53964
"374","MRT","Mauritania",0.1609695,0.0957116,0.0497203,0.4387819,0.2548167,126,NA,0,NA,7.346655,7.545162,18,-0.0308261,0.15,0,1980,37,1,17.7375,0.5324997,1,1,0.1666667,7.490358
"375","MRT","Mauritania",0.1518498,0.0955273,0.0513528,0.4384318,0.2628382,126,NA,0,NA,7.476472,7.313798,17.9,0.0635577,0.15,0,1985,38,1,17.81785,0.5513485,1,1,0,7.545162
"376","MRT","Mauritania",0.1482759,0.0931034,0.0527094,0.4394089,0.2665025,126,1.94,0,NA,7.596894,7.166897,17.9,0.0438095,0.15,0,1990,39,1,17.93873,0.5866087,1,1,0,7.313798
"377","MRT","Mauritania",0.148631,0.0908301,0.0538896,0.4350283,0.271621,126,NA,0.1666667,NA,7.729735,7.139542,18,0.0559752,0.2,0,1995,40,1,17.99454,0.5798321,1,1,0,7.166897
"378","MRT","Mauritania",0.1558245,0.0858548,0.0533283,0.4326778,0.2723147,126,NA,0.1666667,NA,7.887959,NA,18.2,NA,0.2,0,2000,41,1,18.07863,0.5871727,1,1,0.1666667,7.139542
"379","MWI","Malawi",0.1520248,0.082983,0.0369551,0.4664749,0.2615623,128,1.6,0,0.4067464,8.415825,6.120677,16.7,0.1082197,0.05,0,1970,35,1,11.88671,0.3538674,1,NA,0.58,6.17475
"380","MWI","Malawi",0.1510298,0.0819985,0.036804,0.4723493,0.2578185,128,2.224,0,0.4322122,8.56484,6.389271,16.4,0.1695299,0.05,0,1975,36,1,11.96109,0.3152706,1,NA,0,6.120677
"381","MWI","Malawi",0.1508976,0.0803817,0.0397865,0.4748504,0.2540838,128,2.413,0.1666667,0.2971982,8.729559,6.482756,16.2,0.10785,0.05,0,1980,37,1,12.02808,0.3163109,1,NA,0,6.389271
"382","MWI","Malawi",0.1476223,0.0813232,0.0414886,0.4709855,0.2585803,128,2.602,0.1666667,NA,8.888481,6.476879,16.4,0.1287984,0.05,0,1985,38,1,12.07901,0.3155245,1,NA,0.1666667,6.482756
"383","MWI","Malawi",0.1513485,0.0778424,0.0451613,0.461872,0.2637758,128,2.577,0,NA,9.048645,6.430699,17,0.0966077,0.05,0,1990,39,1,12.15125,0.3312378,1,NA,0.1666667,6.476879
"384","MWI","Malawi",0.1510748,0.0831011,0.0527468,0.4405852,0.2724921,128,2.596,0.8333333,NA,9.128045,6.51129,17.8,0.0797454,0.85,0,1995,40,1,12.18223,0.4176769,1,NA,0,6.430699
"385","MWI","Malawi",0.144679,0.080387,0.0521548,0.4560246,0.2667546,128,NA,0.6666667,NA,9.240967,6.664136,17.1,0.0111679,0.85,0,2000,41,1,12.25903,0.4100625,1,NA,0.8333333,6.51129
"386","MYS","Malaysia",0.1510182,0.0899291,0.0554685,0.4459596,0.2576246,129,3.054,0.8333333,0.2646545,9.292197,7.966764,17.5,0.2661014,0.55,0,1970,35,1,25.50284,0.6295347,1,1,0.8,7.823121
"387","MYS","Malaysia",0.153137,0.0908053,0.055968,0.4209023,0.2791874,129,3.705,0.6666667,0.2584662,9.413934,8.186017,18.6,0.2582208,0.7,0,1975,36,1,25.75708,0.6470745,1,1,0.8333333,7.966764
"388","MYS","Malaysia",0.1644751,0.0912459,0.057174,0.3932437,0.2938612,129,4.489,0.6666667,0.2922237,9.529739,8.492172,19.7,0.3292376,0.7,0,1980,37,1,26.01577,0.6827297,1,1,0.6666667,8.186017
"389","MYS","Malaysia",0.1708344,0.0954963,0.0562644,0.3867696,0.2906354,129,4.877,0.6666667,0.2656355,9.65995,8.603088,20.3,0.3271331,0.7,0,1985,38,1,26.2035,0.7320094,1,1,0.6666667,8.492172
"390","MYS","Malaysia",0.1988904,0.0980722,0.0581708,0.3649966,0.27987,129,5.541,0.3333333,0.2706052,9.809281,8.783339,21.9,0.3566002,0.7,0,1990,39,1,26.45856,0.7745699,1,1,0.6666667,8.603088
"391","MYS","Malaysia",0.2074638,0.1076848,0.0593666,0.3578689,0.267616,129,7.65,0.5,NA,9.933525,9.071631,22.5,0.3965193,0.65,0,1995,40,1,26.64696,0.7297918,1,1,0.3333333,8.783339
"392","MYS","Malaysia",0.208904,0.119647,0.0647363,0.3374636,0.2692492,129,NA,0.3333333,NA,10.05492,9.202227,23.6,0.4675549,0.65,0,2000,41,1,27.50508,0.7438934,1,1,0.5,9.071631
"393","NER","Niger",0.1429606,0.0823473,0.0400869,0.4798358,0.2547694,131,0.157,0.1666667,NA,8.331827,7.325603,15.9,0.0251466,0.15,0,1970,35,1,8.659275,0.2471318,1,1,0.16,7.466524
"394","NER","Niger",0.137967,0.0788979,0.0400751,0.4836151,0.2594448,131,0.387,0,0.4206993,8.478868,7.056677,15.8,0.0256336,0.15,0,1975,36,1,8.71299,0.2467754,1,1,0.1666667,7.325603
"395","NER","Niger",0.1329873,0.0753535,0.0388402,0.4911402,0.2616789,131,0.386,0,0.0875884,8.633553,7.032337,15.4,0.145283,0.15,0,1980,37,1,8.772988,0.2757193,1,1,0,7.056677
"396","NER","Niger",0.134374,0.0713193,0.0378023,0.4977043,0.2588001,131,0.423,0,NA,8.791334,6.7974,15.1,0.0054129,0.15,0,1985,38,1,8.803802,0.254063,1,1,0,7.032337
"397","NER","Niger",0.1360784,0.068366,0.0364706,0.499085,0.26,131,0.547,0.1666667,NA,8.949884,6.85442,15,0.0113956,0.15,0,1990,39,1,8.861257,0.276984,1,1,0,6.7974
"398","NER","Niger",0.1381295,0.0657443,0.0346431,0.497399,0.2640841,131,0.695,0.6666667,NA,9.117018,6.716748,15.1,0.0037424,0.9,0,1995,40,1,8.878257,0.268551,1,1,0.1666667,6.85442
"399","NER","Niger",0.1367657,0.0663812,0.033144,0.4985569,0.2651522,131,NA,0.5,NA,9.29026,6.774415,15.1,0.0291635,0.7,0,2000,41,1,8.911929,0.2836281,1,1,0.6666667,6.716748
"400","NGA","Nigeria",0.1561725,0.0912899,0.0491465,0.4480502,0.2553409,132,NA,0.1666667,NA,10.8821,7.015095,17.5,0.1201473,0.15,0,1970,35,1,9.127062,0.2668072,1,1,0.49,6.969365
"401","NGA","Nigeria",0.1526619,0.0898043,0.0481726,0.450297,0.2590643,132,NA,0.1666667,NA,11.02257,6.97206,17.4,0.2073793,0.15,0,1975,36,1,9.181337,0.2675873,1,1,0.1666667,7.015095
"402","NGA","Nigeria",0.1493222,0.0871059,0.0471519,0.4516355,0.2647845,132,NA,0.8333333,0.2256585,11.17252,7.102584,17.4,0.3143107,0.85,0,1980,37,1,9.240356,0.2807854,1,1,0.1666667,6.97206
"403","NGA","Nigeria",0.148954,0.0849912,0.0473239,0.4599625,0.2587686,132,NA,0,NA,11.32895,6.935002,17,0.1262746,0.15,0,1985,38,1,9.277671,0.2835942,1,1,0.8333333,7.102584
"404","NGA","Nigeria",0.1491781,0.083157,0.0470832,0.462194,0.2583878,132,NA,0.3333333,NA,11.47422,6.998362,16.8,0.2927771,0.25,0,1990,39,1,9.333195,0.3170182,1,1,0,6.935002
"405","NGA","Nigeria",0.1501248,0.080909,0.046983,0.4588185,0.2631648,132,NA,0,NA,11.61971,6.830782,16.9,0.1819101,0.2,0,1995,40,1,9.365447,0.3191653,1,1,0.3333333,6.998362
"406","NGA","Nigeria",0.148101,0.0821467,0.0476879,0.4503251,0.2717393,132,NA,0.5,NA,11.75123,6.560809,17.3,0.3414518,0.7,0,2000,41,1,9.427725,0.3202406,1,1,0,6.830782
"407","NIC","Nicaragua",0.1407059,0.0767059,0.04,0.4842353,0.2583529,133,2.59,0.5,0.1577746,7.660585,8.28903,15.7,0.1613473,0.1,0,1970,35,1,12.13333,0.3256532,1,1,0.55,8.247722
"408","NIC","Nicaragua",0.1345076,0.0780625,0.0396317,0.4807846,0.2670136,133,2.682,0.3333333,0.1838268,7.823246,8.372661,15.9,0.1252223,0.1,0,1975,36,1,12.22355,0.3281737,1,1,0.5,8.28903
"409","NIC","Nicaragua",0.1332192,0.0763699,0.040411,0.4760274,0.2739726,133,2.858,0.3333333,0.1929096,7.979681,8.01919,16.1,-0.0226071,NA,0,1980,37,1,12.32073,0.348206,1,1,0.3333333,8.372661
"410","NIC","Nicaragua",0.1379006,0.0726257,0.0414584,0.4763305,0.2716848,133,3.195,0.3333333,NA,8.132707,8.002988,16.1,0.1607855,0.45,0,1985,38,1,12.33743,0.3627941,1,1,0.3333333,8.01919
"411","NIC","Nicaragua",0.145659,0.0706067,0.0436715,0.4636506,0.2764121,133,3.601,0.6666667,NA,8.249052,7.718805,16.6,-0.0211829,0.8,0,1990,39,1,12.40363,0.4004044,1,1,0.3333333,8.002988
"412","NIC","Nicaragua",0.1534117,0.0713963,0.0445097,0.4496159,0.2810664,133,4.01,0.5,NA,8.395251,7.506292,17.2,0.0080153,0.9,0,1995,40,1,12.44383,0.3902537,1,1,0.6666667,7.718805
"413","NIC","Nicaragua",0.1580919,0.0772718,0.0459294,0.4261778,0.2925291,133,NA,0.6666667,NA,8.531293,7.47715,18.1,-0.0658507,0.9,0,2000,41,1,12.54686,0.4093478,1,1,0.5,7.506292
"414","NLD","Netherlands",0.1796288,0.1557754,0.1453444,0.2728179,0.2464335,134,7.585,1,0.5090438,9.4757,9.496997,28.6,0.2657081,1,0,1970,35,1,21.31429,0.5162404,1,1,1,9.300868
"415","NLD","Netherlands",0.1841528,0.1548142,0.1513023,0.2533655,0.2563652,134,7.748,1,0.572597,9.522666,9.601299,29.4,0.2335244,1,0,1975,36,1,21.42536,0.5185029,1,1,1,9.496997
"416","NLD","Netherlands",0.2081566,0.1565592,0.157054,0.2232824,0.2549477,134,7.991,1,0.68047,9.55747,9.694074,31.3,0.2070549,1,0,1980,37,1,21.5577,0.5341187,1,1,1,9.601299
"417","NLD","Netherlands",0.2252433,0.1562349,0.1677593,0.1944655,0.256297,134,8.317,1,0.6013884,9.581352,9.730054,33.1,0.2448394,1,0,1985,38,1,21.63829,0.5373288,1,1,1,9.694074
"418","NLD","Netherlands",0.2385634,0.1621188,0.1734216,0.1823168,0.2435794,134,8.614,1,NA,9.6126,9.877166,34.5,0.2692921,1,0,1990,39,1,21.76334,0.7020438,1,1,1,9.730054
"419","NLD","Netherlands",0.2391487,0.1839058,0.1771783,0.1839705,0.2157966,134,8.962,1,NA,9.646011,9.94662,35.9,0.2692366,1,0,1995,40,1,21.83887,0.6975885,1,1,1,9.877166
"420","NLD","Netherlands",0.2450456,0.2002517,0.1822586,0.1846493,0.1877949,134,NA,1,NA,9.675268,10.09876,37.6,0.2743052,1,0,2000,41,1,21.96224,0.7092507,1,1,1,9.94662
"421","NOR","Norway",0.1612071,0.1882899,0.1813258,0.2447769,0.2244003,135,7.356,1,0.5472006,8.262817,9.322586,33,0.3215876,1,0,1970,35,1,13.10676,0.3887317,1,1,1,9.190365
"422","NOR","Norway",0.1634232,0.1761477,0.1913673,0.238024,0.2310379,135,7.712,1,0.6163316,8.295798,9.54068,32.5,0.3140621,1,0,1975,36,1,13.17227,0.3790093,1,1,1,9.322586
"423","NOR","Norway",0.1888916,0.1597749,0.2025936,0.2216785,0.2270614,135,8.284,1,0.5762928,8.316545,9.730227,33.3,0.3445462,1,0,1980,37,1,13.23933,0.3957628,1,1,1,9.54068
"424","NOR","Norway",0.2109319,0.1447147,0.2123766,0.1998555,0.2321214,135,8.4,1,0.5523462,8.331586,9.867865,34.6,0.3391481,1,0,1985,38,1,13.29014,0.3976612,1,1,1,9.730227
"425","NOR","Norway",0.2214101,0.1492573,0.2096204,0.1895779,0.2301344,135,10.852,1,0.7146375,8.352673,9.925536,35.4,0.2981936,1,0,1990,39,1,13.3684,0.4734719,1,1,1,9.867865
"426","NOR","Norway",0.2183987,0.1725166,0.2000459,0.1949989,0.2140399,135,11.817,1,NA,8.380227,10.0813,36.1,0.2968824,1,0,1995,40,1,13.409,0.474043,1,1,1,9.925536
"427","NOR","Norway",0.222769,0.192127,0.195482,0.198166,0.191456,135,NA,1,NA,8.409831,10.20583,37.2,0.38265,1,0,2000,41,1,13.48665,0.477173,1,1,1,10.0813
"428","NPL","Nepal",0.1695307,0.1034369,0.0569233,0.4077991,0.26231,136,0.042,0.1666667,NA,9.382611,6.704073,19.7,0.0249269,0.05,0,1970,35,1,4.339303,0.1126878,1,1,0.29,6.651843
"429","NPL","Nepal",0.1687449,0.1016202,0.0563727,0.4123049,0.2609572,136,0.136,0.1666667,NA,9.483188,6.784991,19.4,0.1002957,0.05,0,1975,36,1,4.368714,0.1135782,1,1,0.1666667,6.704073
"430","NPL","Nepal",0.1675963,0.1004637,0.056179,0.4108595,0.2649015,136,0.612,0.6666667,NA,9.585964,6.756389,19.3,0.1109588,0.05,0,1980,37,1,4.401917,0.1194273,1,1,0.1666667,6.784991
"431","NPL","Nepal",0.1648179,0.0997709,0.0560646,0.4118037,0.2675428,136,0.772,0.6666667,0.2521126,9.692272,6.908319,19.2,0.1339,0.4,0,1985,38,1,4.436488,0.1213813,1,1,0.6666667,6.756389
"432","NPL","Nepal",0.1619416,0.0990657,0.0561104,0.4133913,0.269491,136,1.026,0.5,NA,9.805984,6.99108,19.2,0.0787412,0.75,0,1990,39,1,4.478288,0.1347325,1,1,0.6666667,6.908319
"433","NPL","Nepal",0.1640957,0.098572,0.0565452,0.4122451,0.268542,136,1.533,0.6666667,NA,9.9252,7.124873,19.3,0.1378968,0.75,0,1995,40,1,4.511199,0.1177582,1,1,0.5,6.99108
"434","NPL","Nepal",0.1673754,0.0980609,0.0576629,0.4065317,0.2703691,136,NA,0.6666667,NA,10.04512,7.285717,19.5,0.1596949,0.8,0,2000,41,1,4.569488,0.1342756,1,1,0.6666667,7.124873
"435","NZL","New Zealand",0.1673166,0.1510103,0.1247784,0.3176179,0.2392769,137,9.359,1,0.6435165,7.944492,9.52262,25.6,0.2208194,1,0,1970,35,1,11.25031,0.334711,1,1,1,9.511593
"436","NZL","New Zealand",0.1693705,0.1450357,0.1271901,0.3001298,0.2582738,137,11.002,1,0.6558289,8.034955,9.628115,26.3,0.2070338,1,0,1975,36,1,11.32575,0.3337962,1,1,1,9.52262
"437","NZL","New Zealand",0.18991,0.1429949,0.1404242,0.2673522,0.2593188,137,11.425,1,0.59282,8.043343,9.563643,28.3,0.2036584,1,0,1980,37,1,11.40459,0.3520647,1,1,1,9.628115
"438","NZL","New Zealand",0.2076402,0.1407887,0.1472582,0.2436845,0.2606285,137,11.431,1,0.54045,8.093004,9.69045,29.7,0.2248692,1,0,1985,38,1,11.46788,0.3564655,1,1,1,9.563643
"439","NZL","New Zealand",0.2218257,0.1433244,0.1534344,0.2337199,0.2476955,137,11.177,1,0.5582579,8.142121,9.690828,31.1,0.1971485,1,0,1990,39,1,11.54925,0.3636242,1,1,1,9.69045
"440","NZL","New Zealand",0.229103,0.1594002,0.1532907,0.2310469,0.2271591,137,11.311,1,NA,8.203988,9.76537,32.6,0.235014,1,0,1995,40,1,11.60865,0.3620902,1,1,1,9.690828
"441","NZL","New Zealand",0.2313591,0.1776838,0.1567954,0.2292438,0.204918,137,NA,1,NA,8.250829,9.842444,34.5,0.2270255,1,0,2000,41,1,11.74048,0.3673591,1,1,1,9.76537
"442","PAN","Panama",0.1461794,0.0943522,0.0637874,0.4392027,0.2564784,142,4.56,0,0.3007393,7.317213,8.249015,18,0.2831328,0.15,0,1970,35,1,25.59059,0.7217363,1,1,0.77,8.008891
"443","PAN","Panama",0.149652,0.0916473,0.0643852,0.4286543,0.2656612,142,4.826,0,0.3159281,7.451822,8.346293,18.4,0.2896042,0.15,0,1975,36,1,25.79126,0.7279758,1,1,0,8.249015
"444","PAN","Panama",0.1571941,0.0921659,0.0670763,0.4045059,0.2790579,142,5.913,0.5,0.3346052,7.575585,8.583906,19.3,0.3050594,0.2,0,1980,37,1,26.00282,0.8058851,1,1,0,8.346293
"445","PAN","Panama",0.1682759,0.0937931,0.0689655,0.3765517,0.2924138,142,6.216,0.1666667,0.3645403,7.681099,8.673018,20.5,0.1825855,0.2,0,1985,38,1,26.13856,0.8299711,1,1,0.5,8.583906
"446","PAN","Panama",0.1800083,0.0999585,0.0717545,0.352136,0.2961427,142,7.315,0.5,0.3706125,7.78239,8.514949,21.9,0.2144282,0.9,0,1990,39,1,26.3329,0.8752786,1,1,0.1666667,8.673018
"447","PAN","Panama",0.195058,0.1078248,0.0752527,0.3328342,0.2890303,142,7.697,0.8333333,NA,7.875119,8.634871,23.4,0.2815927,0.95,0,1995,40,1,26.45658,0.8494628,1,1,0.5,8.514949
"448","PAN","Panama",0.2094915,0.1183051,0.079322,0.3186441,0.2742373,142,NA,1,NA,7.956477,8.710505,24.8,0.2437697,0.95,0,2000,41,1,26.66138,0.8619643,1,1,0.8333333,8.634871
"449","PER","Peru",0.1572165,0.0908126,0.0554882,0.4400394,0.2564433,144,3.89,0,0.1844165,9.487442,8.452364,17.9,0.1739286,0.15,0,1970,35,1,5.821706,0.1647712,1,1,0.87,8.306534
"450","PER","Peru",0.1561243,0.0904953,0.0556032,0.4324253,0.2653519,144,4.005,0.1666667,0.1484089,9.626482,8.582943,18.2,0.1357078,0.15,0,1975,36,1,5.859814,0.1660216,1,1,0,8.452364
"451","PER","Peru",0.1565368,0.0931025,0.0555267,0.4192208,0.2756133,144,5.442,0.8333333,0.17704,9.759848,8.497258,18.7,0.3199792,0.85,0,1980,37,1,5.903219,0.1722673,1,1,0.1666667,8.582943
"452","PER","Peru",0.162687,0.0961775,0.0572351,0.4009018,0.2829986,144,5.603,0.8333333,0.1394957,9.877759,8.382646,19.6,0.2493365,0.85,0,1985,38,1,5.927165,0.1800043,1,1,0.8333333,8.497258
"453","PER","Peru",0.172436,0.0982853,0.0605434,0.3821542,0.2865812,144,5.922,0.6666667,NA,9.979012,8.184428,20.5,0.2157309,0.9,0,1990,39,1,5.962049,0.1980122,1,1,0.8333333,8.382646
"454","PER","Peru",0.182867,0.1018585,0.0654864,0.3638461,0.285942,144,6.923,0.3333333,NA,10.07899,8.395685,21.5,0.1925974,0.55,0,1995,40,1,5.988619,0.1957733,1,1,0.6666667,8.184428
"455","PER","Peru",0.1918468,0.1090047,0.0713598,0.3451624,0.2826263,144,NA,0.6666667,NA,10.1635,8.431426,22.7,0.1822068,NA,0,2000,41,1,6.02386,0.1972513,1,1,0.3333333,8.395685
"456","PHL","Philippines",0.1451397,0.0849772,0.0483981,0.4532844,0.2682006,145,4.806,0.5,0.1670126,10.50652,7.781599,17.1,0.2187571,0.6,0,1970,35,1,10.61959,0.2881482,1,1,0.93,7.700883
"457","PHL","Philippines",0.1502856,0.0802475,0.0494764,0.4420514,0.2779391,145,5.465,0.3333333,0.2138428,10.64595,7.935596,17.6,0.2476077,0.05,0,1975,36,1,10.69774,0.2890123,1,1,0.5,7.781599
"458","PHL","Philippines",0.1522386,0.0816819,0.0491173,0.4311797,0.2857826,145,6.056,0.3333333,0.2067477,10.77969,8.098315,18.1,0.2415747,0.05,0,1980,37,1,10.7852,0.3039601,1,1,0.3333333,7.935596
"459","PHL","Philippines",0.1604135,0.0839384,0.0494232,0.4206686,0.2855563,145,6.532,0.5,0.2600261,10.90101,7.923011,18.6,0.1742294,0.2,0,1985,38,1,10.8499,0.3114864,1,1,0.3333333,8.098315
"460","PHL","Philippines",0.1682677,0.0885525,0.0490304,0.40923,0.2849194,145,7.072,0.6666667,0.2590239,11.01928,8.00947,19.2,0.1830855,0.9,0,1990,39,1,10.9322,0.316842,1,1,0.5,7.923011
"461","PHL","Philippines",0.1768112,0.0918634,0.0515096,0.3942832,0.2855326,145,7.334,0.8333333,NA,11.13227,8.0161,19.8,0.1463799,0.9,0,1995,40,1,10.98968,0.3174166,1,1,0.6666667,8.00947
"462","PHL","Philippines",0.1825891,0.1006591,0.0554213,0.3753616,0.285969,145,NA,0.8333333,NA,11.2467,8.138867,20.9,0.2333629,0.9,0,2000,41,1,11.10482,0.3229908,1,1,0.8333333,8.0161
"463","PRT","Portugal",0.1870752,0.1577007,0.1366202,0.2875245,0.2310794,150,2.44,0.3333333,0.4403411,9.109879,8.747725,28.6,0.2284722,0.05,0,1970,35,1,13.03066,0.3439526,1,1,0.39,8.423364
"464","PRT","Portugal",0.1783594,0.1604355,0.1435012,0.2791951,0.2385089,150,2.785,0.3333333,0.4784641,9.11526,8.914448,28.7,0.1084816,NA,0,1975,36,1,13.10051,0.3391661,1,1,0.3333333,8.747725
"465","PRT","Portugal",0.1770428,0.1641409,0.1456072,0.2594716,0.2537374,150,3.272,0.8333333,0.4091526,9.186663,9.10981,29.1,0.20534,0.95,0,1980,37,1,13.17674,0.3667095,1,1,0.3333333,8.914448
"466","PRT","Portugal",0.1834798,0.168298,0.1694966,0.2353176,0.2434079,150,3.569,1,0.3644361,9.21148,9.128251,31.6,0.1917644,1,0,1985,38,1,13.22229,0.3699872,1,1,0.8333333,9.10981
"467","PRT","Portugal",0.2016569,0.1713478,0.1902405,0.1998384,0.2369165,150,4.334,1,NA,9.199886,9.417906,34.5,0.2130052,1,0,1990,39,1,13.30226,0.4256017,1,1,1,9.128251
"468","PRT","Portugal",0.208409,0.1736237,0.1994354,0.1779593,0.2405727,150,4.541,1,NA,9.203013,9.47473,35.6,0.1810881,1,0,1995,40,1,13.34338,0.4256332,1,1,1,9.417906
"469","PRT","Portugal",0.2159329,0.179994,0.2084456,0.1669162,0.2287112,150,NA,1,NA,9.21114,9.675546,37,0.1808356,1,0,2000,41,1,13.4446,0.4299585,1,1,1,9.47473
"470","PRY","Paraguay",0.1309524,0.0863095,0.0790816,0.4460034,0.2576531,151,3.738,0.5,NA,7.762171,7.963511,17.3,0.1352361,0.1,0,1970,35,1,6.187973,0.1271097,1,1,0.45,7.851269
"471","PRY","Paraguay",0.1349624,0.0823308,0.0718045,0.4357143,0.275188,151,3.931,0.3333333,NA,7.885705,8.101874,17.8,0.1863663,0.1,0,1975,36,1,6.247283,0.1493349,1,1,0.5,7.963511
"472","PRY","Paraguay",0.1396917,0.0789981,0.0642261,0.4216442,0.29544,151,4.64,0.3333333,NA,8.043663,8.408973,18.5,0.1825224,0.1,0,1980,37,1,6.301427,0.1430397,1,1,0.3333333,8.101874
"473","PRY","Paraguay",0.1557218,0.0789692,0.0581879,0.4214464,0.2856747,151,4.839,0.3333333,NA,8.191186,8.376948,18.7,0.1767804,0.1,0,1985,38,1,6.316171,0.1765169,1,1,0.3333333,8.408973
"474","PRY","Paraguay",0.1705408,0.0801708,0.0540797,0.4200664,0.2751423,151,5.777,0.5,NA,8.330864,8.509608,19,0.1622624,0.6,0,1990,39,1,6.343696,0.2112781,1,1,0.3333333,8.376948
"475","PRY","Paraguay",0.1828536,0.0822116,0.0517706,0.4162352,0.266929,151,5.728,0.5,NA,8.454892,8.587156,19.2,0.1824363,0.85,0,1995,40,1,6.382766,0.2042722,1,1,0.5,8.509608
"476","PRY","Paraguay",0.1816685,0.0951336,0.0532382,0.3966337,0.273326,151,NA,0.5,NA,8.569786,8.451826,19.7,0.0694391,0.85,0,2000,41,1,6.41567,0.1984389,1,1,0.5,8.587156
"477","ROM","Romania",0.2277081,0.1539449,0.1323195,0.2593068,0.2267206,153,NA,0,NA,9.916059,7.628484,30.9,0.3350379,0.15,1,1970,35,1,8.072514,0.1409982,1,1,0.21,7.315963
"478","ROM","Romania",0.2048386,0.1615834,0.1426151,0.2523299,0.2386332,153,NA,0,NA,9.963877,8.031935,30.8,0.3871464,0.15,1,1975,36,1,8.12532,0.1414208,1,1,0,7.628484
"479","ROM","Romania",0.1931982,0.1841892,0.1325225,0.2667567,0.2233333,153,NA,0,NA,10.00789,7.664037,30.7,0.3510759,0.1,1,1980,37,1,8.17371,0.156791,1,1,0,8.031935
"480","ROM","Romania",0.1958722,0.187687,0.1435047,0.2465675,0.2263686,153,NA,0,NA,10.03122,8.659968,31.8,0.372093,0.1,1,1985,38,1,8.208417,0.15751,1,1,0,7.664037
"481","ROM","Romania",0.2096531,0.1720319,0.156518,0.235682,0.2261151,153,NA,0.1666667,NA,10.05221,8.474678,32.6,0.2086247,0.75,1,1990,39,1,8.23976,0.1842821,1,1,0,8.659968
"482","ROM","Romania",0.2017018,0.1699586,0.1745878,0.2047879,0.2489639,153,NA,0.5,NA,10.02928,8.46146,34,0.1859045,0.75,1,1995,40,1,8.256135,0.1835082,1,1,0.1666667,8.474678
"483","ROM","Romania",0.2104889,0.1771718,0.1887372,0.1824207,0.2411814,153,NA,0.8333333,NA,10.01838,8.362939,34.7,0.1357466,0.9,1,2000,41,1,8.324679,0.1898684,1,1,0.5,8.46146
"484","RWA","Rwanda",0.145883,0.0778396,0.0378607,0.4823934,0.2560233,155,0.762,0,0.3073437,8.223627,6.787419,15.9,0.0331969,0.25,0,1970,35,1,4.796121,0.1142846,1,1,0.3,6.600103
"485","RWA","Rwanda",0.1433107,0.076644,0.0380952,0.4848073,0.2571429,155,0.977,0,0.0762765,8.385716,6.752532,15.7,0.052113,0.15,0,1975,36,1,4.833595,0.1133017,1,1,0,6.787419
"486","RWA","Rwanda",0.1403645,0.0750291,0.0374176,0.4881737,0.2590151,155,1.135,0.1666667,0.1902888,8.549273,7.00038,15.6,0.0419483,0.15,0,1980,37,1,4.868092,0.1186606,1,1,0,6.752532
"487","RWA","Rwanda",0.1387487,0.0741675,0.0375042,0.4870501,0.2625294,155,1.346,0.1666667,NA,8.708805,6.978871,15.6,0.0819838,0.15,0,1985,38,1,4.89128,0.1152292,1,1,0.1666667,7.00038
"488","RWA","Rwanda",0.1423934,0.0749594,0.0383651,0.4755792,0.268703,155,1.492,0.1666667,NA,8.84549,6.972079,16.1,0.0618317,0.15,0,1990,39,1,4.927698,0.1370548,1,1,0.1666667,6.978871
"489","RWA","Rwanda",0.1464174,0.0753505,0.0373832,0.4655374,0.2753115,155,1.762,0,NA,8.647519,6.607646,16.5,-0.0578442,0.2,0,1995,40,1,4.947362,0.1322168,1,1,0.1666667,6.972079
"490","RWA","Rwanda",0.1447437,0.0750906,0.0396168,0.4537804,0.2867685,155,NA,0,NA,8.950144,6.797143,17,-0.005577,0.3,0,2000,41,1,4.976382,0.1368428,1,1,0,6.607646
"491","SGP","Singapore",0.1685935,0.1050096,0.0573218,0.3877649,0.2813102,162,3.737,0.3333333,0.3170903,7.637716,8.571418,19.7,0.1835346,0.4,0,1970,35,1,77.26769,1.90602,1,1,0.77,8.034787
"492","SGP","Singapore",0.1668874,0.1068433,0.0671082,0.3284768,0.3306843,162,4.343,0.3333333,0.3284,7.724447,8.972173,21.9,0.2941307,0.4,0,1975,36,1,77.91476,1.903508,1,1,0.3333333,8.571418
"493","SGP","Singapore",0.1983437,0.1122153,0.0720497,0.2708074,0.3465838,162,3.647,0.3333333,0.3666889,7.789041,9.34695,24.5,0.3807705,0.4,0,1980,37,1,78.65286,2.002634,1,1,0.3333333,8.972173
"494","SGP","Singapore",0.2334071,0.1261062,0.0785398,0.2429941,0.3189528,162,4.504,0.5,0.2931361,7.914252,9.512479,27.3,0.4061916,0.4,0,1985,38,1,79.19971,2.028907,1,1,0.3333333,9.34695
