"","code","country","age_midage","age_old","age_veryold","age_veryyoung","age_young","code_numeric","education","fhpolrigaug","laborshare","lpop","lrgdpch","medage","nsave","polity4","socialist","year","year_numeric","sample","worldincome","worlddemocracy","samplebalancefe","samplebalancegmm","lag_fhpolrigaug","lag_lrgdpch"
"126","COL","Colombia",0.2147775,0.115675,0.0691628,0.3277221,0.2726625,39,NA,0.5,NA,10.65253,8.591086,24,0.1369539,0.85,0,2000,41,1,5.520301,0.1861988,1,1,0.5,8.608838
"127","CRI","Costa Rica",0.139011,0.0928571,0.0681319,0.4478022,0.2521978,42,3.611,1,NA,7.459915,8.33831,17.4,0.1376657,1,0,1970,35,1,16.13903,0.4699992,1,1,0.9,8.222897
"128","CRI","Costa Rica",0.1404878,0.0921951,0.0687805,0.4141463,0.2843902,42,4.48,1,NA,7.584773,8.483473,18.7,0.1315533,1,0,1975,36,1,16.24104,0.4629771,1,1,1,8.33831
"129","CRI","Costa Rica",0.1508309,0.0890499,0.0715807,0.3775032,0.3110354,42,4.703,1,0.3386631,7.733684,8.597603,20,0.1623359,1,0,1980,37,1,16.35518,0.473523,1,1,1,8.483473
"130","CRI","Costa Rica",0.1692022,0.0912801,0.0693878,0.3591837,0.3109462,42,5.199,1,0.3641866,7.879292,8.443103,21.4,0.2413312,1,0,1985,38,1,16.41922,0.4907788,1,1,1,8.597603
"131","CRI","Costa Rica",0.1927202,0.0922977,0.0711732,0.358791,0.2850179,42,5.566,1,NA,8.022569,8.503364,22.5,0.2061272,1,0,1990,39,1,16.50095,0.5470491,1,1,1,8.443103
"132","CRI","Costa Rica",0.2141007,0.1007194,0.072518,0.3447482,0.2679137,42,5.824,1,NA,8.140316,8.581841,23.5,0.2331894,1,0,1995,40,1,16.5682,0.5329651,1,1,1,8.503364
"133","CRI","Costa Rica",0.2212885,0.1153552,0.0763942,0.3177998,0.2691622,42,NA,1,NA,8.245384,8.677622,24.5,0.1912065,1,0,2000,41,1,16.66907,0.5542914,1,1,1,8.581841
"134","CYP","Cyprus",0.1726384,0.1319218,0.1384365,0.3110749,0.2459283,44,4.883,0.8333333,0.3881594,6.421622,8.570662,25.9,0.1649296,0.85,0,1970,35,1,19.5665,0.4826196,1,1,0.87,8.290691
"135","CYP","Cyprus",0.1776316,0.1332237,0.1381579,0.2598684,0.2911184,44,6.45,0.5,0.3669118,6.413459,8.415262,27.1,0.0132296,1,0,1975,36,1,19.69559,0.5055579,1,1,0.8333333,8.570662
"136","CYP","Cyprus",0.2013093,0.1358429,0.1407529,0.2438625,0.2782324,44,6.531,0.6666667,0.4711309,6.415097,8.957566,28.7,0.2000526,1,0,1980,37,1,19.82149,0.5314501,1,1,0.5,8.415262
"137","CYP","Cyprus",0.2037037,0.1404321,0.1435185,0.2515432,0.2608025,44,7.947,1,0.4557158,6.473891,9.16623,29.3,0.2024693,1,0,1985,38,1,19.90898,0.533839,1,1,0.6666667,8.957566
"138","CYP","Cyprus",0.2170088,0.1495601,0.1466276,0.2595308,0.2272727,44,8.411,1,0.4811111,6.523562,9.465647,30.9,0.2143835,1,0,1990,39,1,19.92452,0.5783285,1,1,1,9.16623
"139","CYP","Cyprus",0.218035,0.1615074,0.1493943,0.2516824,0.2193809,44,8.599,1,NA,6.59578,9.68425,31.9,0.2165108,1,0,1995,40,1,20.00099,0.5751694,1,1,1,9.465647
"140","CYP","Cyprus",0.2145594,0.1762452,0.155811,0.2311622,0.2222222,44,NA,1,NA,6.629363,NA,33.4,NA,1,0,2000,41,1,20.12663,0.5805809,1,1,1,9.68425
"141","DNK","Denmark",0.1756949,0.178941,0.1763035,0.2329073,0.2361534,52,8.781,1,0.6193676,8.502892,9.682693,32.5,0.2362703,1,0,1970,35,1,13.06474,0.365477,1,1,1,9.532278
"142","DNK","Denmark",0.1882655,0.1691031,0.1872777,0.2259976,0.229356,52,8.951,1,0.6168017,8.529121,9.717537,33,0.2128516,1,0,1975,36,1,13.13615,0.3578253,1,1,1,9.682693
"143","DNK","Denmark",0.2117486,0.162178,0.1947697,0.2084309,0.2228727,52,9.163,1,0.5566534,8.541495,9.814511,34.3,0.1901075,1,0,1980,37,1,13.209,0.3737216,1,1,1,9.717537
"144","DNK","Denmark",0.2249169,0.1605711,0.2030119,0.1844318,0.2270683,52,9.42,1,0.5527889,8.539737,9.913645,36,0.2217019,1,0,1985,38,1,13.25956,0.376735,1,1,1,9.814511
"145","DNK","Denmark",0.2233898,0.1761043,0.2035415,0.1702666,0.2266978,52,10.127,1,0.5808782,8.544808,9.989904,37.1,0.2538004,1,0,1990,39,1,13.33607,0.4614395,1,1,1,9.913645
"146","DNK","Denmark",0.2190549,0.1982016,0.1985843,0.1737134,0.2104458,52,9.856,1,NA,8.561784,10.07164,37.7,0.2375871,1,0,1995,40,1,13.37883,0.4626199,1,1,1,9.989904
"147","DNK","Denmark",0.2233703,0.2098441,0.1996994,0.1829795,0.1841067,52,NA,1,NA,8.582981,10.18898,38.7,0.2747684,1,0,2000,41,1,13.45445,0.4657982,1,1,1,10.07164
"148","DOM","Dominican Republic",0.1467662,0.0777929,0.0463591,0.4735414,0.2555405,53,2.866,0.6666667,0.282246,8.394573,7.609761,16.3,0.1177461,0.35,0,1970,35,1,11.31346,0.3584843,1,1,0.39,7.44714
"149","DOM","Dominican Republic",0.1446117,0.0822108,0.0473455,0.4534469,0.2723851,53,3.128,0.5,0.2459207,8.526748,7.854886,17.1,0.2220987,0.35,0,1975,36,1,11.37359,0.3617665,1,1,0.6666667,7.609761
"150","DOM","Dominican Republic",0.1504301,0.0856591,0.048271,0.4225031,0.2931367,53,3.36,0.8333333,0.2417521,8.647344,7.978275,18.2,0.1535213,0.8,0,1980,37,1,11.45476,0.3798065,1,1,0.5,7.854886
"151","DOM","Dominican Republic",0.160559,0.0895963,0.0482919,0.3973602,0.3041925,53,3.794,1,NA,8.770439,8.036067,19.4,0.0864605,0.8,0,1985,38,1,11.50194,0.3805108,1,1,0.8333333,7.978275
"152","DOM","Dominican Republic",0.1746954,0.0929442,0.0542647,0.3841031,0.2939926,53,4.302,0.8333333,NA,8.862342,8.058249,20.4,0.1527598,0.8,0,1990,39,1,11.56685,0.39161,1,1,1,8.036067
"153","DOM","Dominican Republic",0.191362,0.1010797,0.0598413,0.3645115,0.2832054,53,4.866,0.5,NA,8.948586,8.221441,21.8,0.1835055,0.75,0,1995,40,1,11.615,0.3779573,1,1,0.8333333,8.058249
"154","DOM","Dominican Republic",0.2039741,0.1113239,0.0665549,0.3351688,0.2829782,53,NA,0.8333333,NA,9.032767,8.569816,23.1,0.1414716,0.9,0,2000,41,1,11.69313,0.3839834,1,1,0.5,8.221441
"155","DZA","Algeria",0.1391475,0.0813937,0.0627,0.4835612,0.2331976,54,0.822,0.1666667,0.4817547,9.528503,8.141255,15.8,0.2946058,0.05,0,1970,35,1,10.52309,0.3085911,1,NA,0.27,8.104171
"156","DZA","Algeria",0.1317268,0.0829692,0.0608066,0.4760894,0.248408,54,1.085,0,0.5132669,9.681468,8.206531,16.2,0.3587663,0.05,0,1975,36,1,10.5873,0.3116979,1,NA,0.1666667,8.141255
"157","DZA","Algeria",0.1268876,0.0835601,0.0575209,0.4649698,0.2670615,54,1.555,0.1666667,0.5427818,9.834629,8.469116,16.6,0.4307692,0.05,0,1980,37,1,10.65545,0.3223357,1,NA,0,8.206531
"158","DZA","Algeria",0.1390716,0.0835161,0.0570632,0.4401042,0.2802449,54,2.139,0.1666667,0.5532384,9.993282,8.612084,17.7,0.3634806,0.05,0,1985,38,1,10.69246,0.3291606,1,NA,0.1666667,8.469116
"159","DZA","Algeria",0.1543688,0.0780238,0.0562395,0.423655,0.2877128,54,3.01,0.5,NA,10.12751,8.510196,18.5,0.2744226,0.4,0,1990,39,1,10.75708,0.3697616,1,NA,0.1666667,8.612084
"160","DZA","Algeria",0.1752932,0.08067,0.0582876,0.3924459,0.2933032,54,3.907,0.1666667,NA,10.2421,8.43754,19.7,0.2839005,0.35,0,1995,40,1,10.78691,0.3673703,1,NA,0.5,8.510196
"161","DZA","Algeria",0.191668,0.0928749,0.0604728,0.3511986,0.3037857,54,NA,0.1666667,NA,10.3217,8.496084,21.7,0.4422837,0.35,0,2000,41,1,10.84932,0.3706779,1,NA,0.1666667,8.43754
"162","ECU","Ecuador",0.1491537,0.0901626,0.0628457,0.4437741,0.254064,55,3.157,0,0.2592714,8.694502,7.737057,17.6,0.1364973,0.5,0,1970,35,1,9.156522,0.2683114,1,1,0.45,7.652979
"163","ECU","Ecuador",0.1476977,0.0874602,0.0611063,0.4381697,0.2655662,55,3.987,0,0.2312303,8.840291,8.160672,17.9,0.202506,0.25,0,1975,36,1,9.215925,0.2648821,1,1,0,7.737057
"164","ECU","Ecuador",0.1485994,0.087803,0.0591634,0.4280869,0.2763472,55,5.401,0.8333333,0.3698543,8.98231,8.352687,18.4,0.2586366,0.95,0,1980,37,1,9.287933,0.278962,1,1,0,8.160672
"165","ECU","Ecuador",0.1592483,0.0892406,0.0592373,0.4116936,0.2805803,55,5.517,0.8333333,0.3304108,9.11592,8.276384,19.1,0.2405405,0.9,0,1985,38,1,9.330589,0.2844303,1,1,0.8333333,8.352687
"166","ECU","Ecuador",0.1717654,0.0913874,0.0612822,0.3895168,0.2860483,55,5.939,0.8333333,0.3817386,9.236398,8.235887,20.1,0.2291007,0.95,0,1990,39,1,9.386042,0.3125677,1,1,0.8333333,8.276384
"167","ECU","Ecuador",0.1845129,0.095852,0.0649829,0.3651671,0.2894852,55,6.249,0.8333333,NA,9.346618,8.264271,21.4,0.1978691,0.95,0,1995,40,1,9.431309,0.309781,1,1,0.8333333,8.235887
"168","ECU","Ecuador",0.1923356,0.1072377,0.0708478,0.3407938,0.2887851,55,NA,0.6666667,NA,9.445096,8.151236,22.7,0.2831467,0.8,0,2000,41,1,9.488379,0.313868,1,1,0.8333333,8.264271
"169","EGY","Egypt, Arab Rep.",0.1576068,0.1016608,0.0671693,0.4138136,0.2597495,56,NA,0.1666667,0.4564555,10.40587,7.585579,18.9,0.0938072,0.15,0,1970,35,1,8.3172,0.2258051,1,1,0.39,7.471501
"170","EGY","Egypt, Arab Rep.",0.1520655,0.1029965,0.0639499,0.4091372,0.2718508,56,1.32,0.1666667,0.544825,10.49927,7.43298,19.1,0.1226524,0.15,0,1975,36,1,8.37196,0.2311683,1,1,0.1666667,7.585579
"171","EGY","Egypt, Arab Rep.",0.151019,0.1060913,0.0610042,0.4140043,0.2678811,56,2.213,0.3333333,0.5959941,10.61827,7.793143,19.2,0.1516275,0.2,0,1980,37,1,8.420774,0.2383982,1,1,0.1666667,7.43298
"172","EGY","Egypt, Arab Rep.",0.1577103,0.1023215,0.06006,0.4195341,0.2603741,56,2.934,0.5,0.3609217,10.74744,7.925966,19,0.1454787,0.25,0,1985,38,1,8.464839,0.2431183,1,1,0.3333333,7.793143
"173","EGY","Egypt, Arab Rep.",0.1721807,0.0987322,0.0618107,0.4122689,0.2550074,56,3.573,0.3333333,0.2903152,10.86746,8.084625,19.3,0.1614715,0.35,0,1990,39,1,8.509556,0.2728025,1,1,0.5,7.925966
"174","EGY","Egypt, Arab Rep.",0.1811678,0.1024838,0.0648615,0.3918623,0.2596246,56,4.244,0.1666667,NA,10.9713,8.190038,20.1,0.1213901,0.35,0,1995,40,1,8.536977,0.2754025,1,1,0.3333333,8.084625
"175","EGY","Egypt, Arab Rep.",0.1769739,0.1126815,0.0682314,0.3630208,0.2790924,56,NA,0.1666667,NA,11.06626,8.339016,21.3,0.1727003,0.2,0,2000,41,1,8.589085,0.2831461,1,1,0.1666667,8.190038
"176","ESP","Spain",0.1987684,0.1615549,0.1421339,0.2794126,0.2181301,58,4.685,0.3333333,0.5146067,10.42759,9.11336,30.2,0.2745156,0.15,0,1970,35,1,6.996989,0.1748371,1,1,0.1,8.850598
"177","ESP","Spain",0.1871172,0.1654306,0.1438564,0.276111,0.2274847,58,4.493,0.3333333,0.4438666,10.47771,9.32349,29.7,0.2616795,NA,0,1975,36,1,7.037663,0.1745855,1,1,0.3333333,9.11336
"178","ESP","Spain",0.1823824,0.1732992,0.1486335,0.265729,0.2299558,58,5.148,0.8333333,0.4195096,10.52905,9.350207,30.3,0.2208967,0.95,0,1980,37,1,7.085692,0.1853045,1,1,0.3333333,9.32349
"179","ESP","Spain",0.185705,0.1701105,0.1693827,0.2308252,0.2439766,58,5.318,1,0.3833293,10.55602,9.373483,31.9,0.2231183,1,0,1985,38,1,7.111623,0.1850683,1,1,0.8333333,9.350207
"180","ESP","Spain",0.2000153,0.1647753,0.1923566,0.1937815,0.2490713,58,6.085,1,NA,10.5671,9.58033,33.9,0.2300306,1,0,1990,39,1,7.151379,0.2089586,1,1,1,9.373483
"181","ESP","Spain",0.2162907,0.1639833,0.207652,0.1624308,0.2496432,58,6.616,1,NA,10.57669,9.699554,35.6,0.2214116,1,0,1995,40,1,7.17476,0.2052823,1,1,1,9.58033
"182","ESP","Spain",0.233627,0.1731897,0.2124015,0.145977,0.2348048,58,NA,1,NA,10.60905,9.800728,37.4,0.2338855,1,0,2000,41,1,7.226731,0.211137,1,1,1,9.699554
"183","FIN","Finland",0.1871472,0.1660877,0.1417716,0.2459835,0.25901,63,6.503,0.8333333,0.4609727,8.435115,9.3424,29.6,0.299565,1,0,1970,35,1,9.799273,0.2834448,1,1,0.97,9.128719
"184","FIN","Finland",0.1887073,0.1662067,0.1551688,0.2201231,0.2697941,63,7.226,0.8333333,0.4429211,8.457656,9.541437,30.7,0.2872253,1,0,1975,36,1,9.851386,0.2747456,1,1,0.8333333,9.3424
"185","FIN","Finland",0.2189918,0.1690023,0.1635641,0.2030956,0.2453462,63,8.329,0.8333333,0.4346441,8.472196,9.651776,32.8,0.2874487,1,0,1980,37,1,9.903378,0.2905779,1,1,0.8333333,9.541437
"186","FIN","Finland",0.2380661,0.1662587,0.1744186,0.1940024,0.2272542,63,7.955,0.8333333,0.4327072,8.497398,9.763481,34.7,0.2655715,1,0,1985,38,1,9.94101,0.2930871,1,1,0.8333333,9.651776
"187","FIN","Finland",0.2470423,0.1690395,0.1846802,0.1931021,0.206136,63,9.48,1,0.4739979,8.514389,9.91692,36.4,0.2795784,1,0,1990,39,1,9.99666,0.3447148,1,1,0.8333333,9.763481
"188","FIN","Finland",0.2300764,0.197572,0.1895438,0.1901312,0.1926767,63,9.823,1,NA,8.538563,9.84103,37.8,0.2542307,1,0,1995,40,1,10.02871,0.3444865,1,1,1,9.91692
"189","FIN","Finland",0.215762,0.2176936,0.1993432,0.181186,0.1860151,63,NA,1,NA,8.551015,10.07711,39.4,0.2975171,1,0,2000,41,1,10.08422,0.3459611,1,1,1,9.84103
"190","FRA","France",0.1923387,0.1551157,0.1805613,0.2482521,0.2237322,65,5.86,1,NA,10.8351,9.420286,32.3,0.2754886,0.9,0,1970,35,1,8.348085,0.2025126,1,1,0.91,9.192188
"191","FRA","France",0.1778436,0.1583362,0.1826825,0.2389844,0.2421534,65,6.084,1,0.6441504,10.87235,9.545926,31.6,0.2454498,0.9,0,1975,36,1,8.394865,0.2019469,1,1,1,9.420286
"192","FRA","France",0.1912884,0.1766638,0.1721354,0.2228202,0.2370922,65,6.77,1,0.6845472,10.89452,9.693839,32.5,0.2266111,0.9,0,1980,37,1,8.449974,0.2148675,1,1,1,9.545926
"193","FRA","France",0.2084471,0.1659401,0.182129,0.2120467,0.2314371,65,7.307,1,0.5873787,10.91817,9.755048,33.7,0.1925624,0.9,0,1985,38,1,8.482578,0.2161752,1,1,1,9.693839
"194","FRA","France",0.2241121,0.1560765,0.1912047,0.2024676,0.2261391,65,7.556,1,NA,10.94615,9.904653,34.7,0.2239389,0.95,0,1990,39,1,8.531596,0.266101,1,1,1,9.755048
"195","FRA","France",0.2228319,0.1692697,0.2006605,0.195208,0.21203,65,7.944,1,NA,10.9655,9.909256,36.2,0.2061443,0.95,0,1995,40,1,8.561123,0.2626973,1,1,1,9.904653
"196","FRA","France",0.2177887,0.1873651,0.205056,0.1881577,0.2016325,65,NA,1,NA,10.98348,10.01493,37.6,0.2196238,0.95,0,2000,41,1,8.612501,0.2668552,1,1,1,9.909256
"197","GAB","Gabon",0.1867924,0.145283,0.109434,0.3283019,0.2301887,66,NA,0.1666667,NA,6.222576,8.833056,25.7,0.4368715,0.05,0,1970,35,1,17.54988,0.5367035,1,1,0.45,8.600772
"198","GAB","Gabon",0.1680532,0.1331115,0.0998336,0.3577371,0.2412646,66,NA,0.1666667,NA,6.385194,8.955916,23.3,0.6421621,0.05,0,1975,36,1,17.66571,0.5331529,1,1,0.1666667,8.833056
"199","GAB","Gabon",0.1582734,0.1151079,0.0920863,0.3884892,0.2460432,66,NA,0.1666667,NA,6.539586,9.111508,21.5,0.6061947,0.05,0,1980,37,1,17.7873,0.5609145,1,1,0.1666667,8.955916
"200","GAB","Gabon",0.1617284,0.0962963,0.0851852,0.4160494,0.2407407,66,NA,0.1666667,NA,6.688354,8.861986,19.9,0.4726667,0.05,0,1985,38,1,17.85707,0.5724062,1,1,0.1666667,9.111508
"201","GAB","Gabon",0.1617647,0.0861345,0.0777311,0.4264706,0.2478992,66,NA,0.5,NA,6.840547,9.111217,18.8,0.3685185,NA,0,1990,39,1,17.96787,0.612574,1,1,0.1666667,8.861986
"202","GAB","Gabon",0.1603604,0.081982,0.0693694,0.427027,0.2612613,66,NA,0.3333333,NA,6.982863,9.095333,18.5,0.4435028,0.3,0,1995,40,1,18.02384,0.6107035,1,1,0.5,9.111217
"203","GAB","Gabon",0.1558029,0.0874404,0.0627981,0.4157393,0.2782194,66,NA,0.3333333,NA,7.114769,9.036213,18.9,0.2843305,0.3,0,2000,41,1,18.12493,0.6087885,1,1,0.3333333,9.095333
"204","GBR","United Kingdom",0.1751167,0.1820835,0.1865699,0.2424861,0.2137438,67,7.655,1,0.4777301,10.92651,9.399695,33.7,0.2128152,1,0,1970,35,1,10.14634,0.2840603,1,1,0.99,9.294972
"205","GBR","United Kingdom",0.1764695,0.1758922,0.1962076,0.2333742,0.2180565,67,8.009,1,0.4590974,10.93713,9.485318,33.9,0.1661546,1,0,1975,36,1,10.2095,0.280977,1,1,1,9.399695
"206","GBR","United Kingdom",0.1932254,0.1735967,0.2014731,0.2089463,0.2227585,67,8.166,1,0.4391622,10.93898,9.569088,34.6,0.1949839,1,0,1980,37,1,10.27464,0.2937267,1,1,1,9.485318
"207","GBR","United Kingdom",0.20025,0.1640957,0.2066952,0.1924656,0.2364935,67,8.443,1,0.4046265,10.94526,9.667117,35.3,0.1928375,1,0,1985,38,1,10.31777,0.2950144,1,1,1,9.569088
"208","GBR","United Kingdom",0.2106339,0.1691977,0.2114619,0.1904795,0.218227,67,8.744,1,0.435149,10.9606,9.815904,36.5,0.1758532,1,0,1990,39,1,10.38231,0.3401202,1,1,1,9.667117
"209","GBR","United Kingdom",0.2163853,0.182242,0.2083088,0.1925023,0.2005615,67,9.032,1,NA,10.9725,9.883865,37,0.1644885,1,0,1995,40,1,10.421,0.341798,1,1,1,9.815904
"210","GBR","United Kingdom",0.226056,0.1880591,0.2069553,0.1908364,0.1880932,67,NA,1,NA,10.98054,10.00738,37.7,0.1600287,1,0,2000,41,1,10.49974,0.3463589,1,1,1,9.883865
"211","GHA","Ghana",0.1528116,0.0847536,0.0438261,0.4564638,0.2621449,70,2.027,0.1666667,0.2035556,9.060912,7.156179,17.1,0.1278272,0.65,0,1970,35,1,5.446445,0.1466332,1,1,0.24,6.712244
"212","GHA","Ghana",0.1506407,0.0839471,0.0441933,0.4591868,0.2620321,70,2.065,0,0.2014034,9.193092,7.078761,17,0.1365512,0.15,0,1975,36,1,5.475016,0.1468468,1,1,0.1666667,7.156179
"213","GHA","Ghana",0.1495835,0.0831221,0.0444585,0.4606121,0.2622238,70,2.349,0.8333333,0.153642,9.281731,7.09344,16.9,0.0493559,0.8,0,1980,37,1,5.509046,0.1621456,1,1,0,7.078761
"214","GHA","Ghana",0.1481538,0.0817948,0.0446429,0.4651937,0.2602149,70,2.87,0,NA,9.443038,7.028491,16.7,0.066359,0.15,0,1985,38,1,5.531936,0.1500734,1,1,0.8333333,7.09344
"215","GHA","Ghana",0.1504222,0.0822151,0.0456241,0.4554559,0.2662826,70,3.339,0.1666667,NA,9.624964,7.074324,17.1,0.0540822,0.15,0,1990,39,1,5.567267,0.1740994,1,1,0,7.028491
"216","GHA","Ghana",0.1541581,0.0841901,0.0473498,0.4387709,0.2755312,70,3.749,0.5,NA,9.758288,7.149208,17.8,0.1173285,0.45,0,1995,40,1,5.585005,0.1680936,1,1,0.1666667,7.074324
"217","GHA","Ghana",0.1582708,0.0872761,0.0504262,0.4107589,0.293268,70,NA,0.8333333,NA,9.868171,7.208454,18.8,0.0345588,0.6,0,2000,41,1,5.613564,0.1793632,1,1,0.5,7.149208
"218","GIN","Guinea",0.1562741,0.0913523,0.0443931,0.4498332,0.2581473,71,NA,0,NA,8.268732,7.732884,17.4,0.1580642,0.05,0,1970,35,1,8.174603,0.2279535,1,NA,0.37,7.944034
"219","GIN","Guinea",0.1530162,0.0902403,0.0443845,0.4477685,0.2645905,71,NA,0,NA,8.330623,7.788236,17.5,0.3133285,0.05,0,1975,36,1,8.229293,0.228865,1,NA,0,7.732884
"220","GIN","Guinea",0.1493493,0.0872626,0.0441647,0.452955,0.2662684,71,NA,0,NA,8.403129,7.86262,17.3,0.4277333,0.05,0,1980,37,1,8.283786,0.2443806,1,NA,0,7.788236
"221","GIN","Guinea",0.1511911,0.0845995,0.0438942,0.4573251,0.2629901,71,NA,0,NA,8.51459,7.728806,17.1,0.4683082,0.15,0,1985,38,1,8.321081,0.2513652,1,NA,0,7.86262
"222","GIN","Guinea",0.1544742,0.082789,0.0442521,0.4570542,0.2614304,71,NA,0.1666667,NA,8.657825,7.7977,17.1,0.1772288,0.15,0,1990,39,1,8.369175,0.2792795,1,NA,0,7.728806
"223","GIN","Guinea",0.1566726,0.0822292,0.0448026,0.4488458,0.2674498,71,NA,0.1666667,NA,8.79346,7.873855,17.4,0.1475994,0.45,0,1995,40,1,8.397012,0.2763847,1,NA,0.1666667,7.7977
"224","GIN","Guinea",0.1551257,0.0841548,0.0450961,0.4423361,0.2732873,71,NA,0.1666667,NA,8.911261,7.948218,17.6,0.167078,0.45,0,2000,41,1,8.4468,0.2785465,1,NA,0.1666667,7.873855
"225","GRC","Greece",0.2187464,0.1653964,0.1627801,0.2486634,0.2044136,75,5.185,0.1666667,0.3192836,9.081711,9.040845,33.4,0.2357808,0.15,0,1970,35,1,8.894895,0.209821,1,1,0.83,8.72038
"226","GRC","Greece",0.1979443,0.1730769,0.1738506,0.2387268,0.2164014,75,5.674,0.8333333,0.4089774,9.110188,9.249929,33.9,0.2464428,0.9,0,1975,36,1,8.944602,0.2081623,1,1,0.1666667,9.040845
"227","GRC","Greece",0.1942342,0.1881157,0.1745307,0.2281448,0.2149746,75,6.556,0.8333333,0.4560136,9.173987,9.380486,34.2,0.2160404,0.9,0,1980,37,1,9.00358,0.2167339,1,1,0.8333333,9.249929
"228","GRC","Greece",0.1905577,0.1984095,0.178176,0.2129052,0.2199517,75,6.953,0.8333333,0.4140979,9.203718,9.349674,35.1,0.1942867,0.9,0,1985,38,1,9.043262,0.2202163,1,1,0.8333333,9.380486
"229","GRC","Greece",0.2031096,0.1825428,0.1996654,0.1924818,0.2222003,75,7.661,1,0.3882227,9.226312,9.390127,36.1,0.1338024,1,0,1990,39,1,9.093165,0.265855,1,1,0.8333333,9.349674
"230","GRC","Greece",0.2086083,0.1806791,0.2170253,0.1684362,0.2252511,75,8.047,1,NA,9.255122,9.431264,37.4,0.1160078,1,0,1995,40,1,9.115275,0.2646855,1,1,1,9.390127
"231","GRC","Greece",0.2184203,0.1837446,0.2334648,0.1509036,0.2134667,75,NA,1,NA,9.264829,9.589738,39.1,0.1474347,1,0,2000,41,1,9.17522,0.268429,1,1,1,9.431264
"232","GTM","Guatemala",0.1550639,0.082777,0.0436773,0.4585161,0.2599657,77,1.49,0.8333333,0.2562994,8.56465,8.003448,16.9,0.136187,0.55,0,1970,35,1,7.778138,0.228415,1,1,0.4,7.845412
"233","GTM","Guatemala",0.1472495,0.086588,0.0442081,0.4565398,0.2654147,77,1.614,0.5,0.199541,8.70251,8.142745,17,0.1428454,0.35,0,1975,36,1,7.829564,0.2313622,1,1,0.8333333,8.003448
"234","GTM","Guatemala",0.1404692,0.0892962,0.0451613,0.4598241,0.2652493,77,2.335,0.3333333,0.2336548,8.827615,8.308284,16.9,0.1313288,0.25,0,1980,37,1,7.882411,0.2254526,1,1,0.5,8.142745
"235","GTM","Guatemala",0.140199,0.0867037,0.047939,0.4632381,0.2619202,77,2.438,0.5,0.1938697,8.953898,8.182334,16.7,0.1046163,NA,0,1985,38,1,7.910192,0.2459366,1,1,0.3333333,8.308284
"236","GTM","Guatemala",0.1412894,0.0821902,0.0508688,0.4595336,0.266118,77,2.596,0.6666667,NA,9.076694,8.188078,16.9,0.0978817,0.65,0,1990,39,1,7.950658,0.2593582,1,1,0.5,8.182334
"237","GTM","Guatemala",0.1440601,0.0786967,0.0525313,0.4505263,0.2741854,77,2.786,0.5,NA,9.207937,8.235296,17.2,0.087667,0.65,0,1995,40,1,7.988688,0.2543304,1,1,0.6666667,8.188078
"238","GTM","Guatemala",0.147584,0.0796569,0.0530462,0.4356618,0.2840511,77,NA,0.6666667,NA,9.340078,8.272367,17.8,0.0886252,0.9,0,2000,41,1,8.038568,0.2659636,1,1,0.5,8.235296
"239","HND","Honduras",0.1473197,0.077902,0.0404936,0.4816814,0.2526032,79,1.7,0,0.3767997,7.860185,7.528791,15.9,0.146888,0.45,0,1970,35,1,12.70504,0.3974718,1,1,0.5,7.488313
"240","HND","Honduras",0.1426202,0.0766169,0.0414594,0.4799337,0.2593698,79,2.092,0.1666667,NA,8.011355,7.593008,15.9,0.0996441,0.45,0,1975,36,1,12.78116,0.3930175,1,1,0,7.528791
"241","HND","Honduras",0.1372934,0.077893,0.0420286,0.472121,0.2706641,79,2.334,0.5,0.3954192,8.179481,7.731841,16.3,0.1695246,NA,0,1980,37,1,12.86977,0.4030354,1,1,0.1666667,7.593008
"242","HND","Honduras",0.1397129,0.0779904,0.0430622,0.4624402,0.2767943,79,3.561,0.8333333,0.3948273,8.338784,7.725555,16.7,0.1174612,0.75,0,1985,38,1,12.92263,0.4117187,1,1,0.5,7.731841
"243","HND","Honduras",0.1464667,0.0774445,0.0449877,0.451931,0.2791701,79,3.687,0.8333333,0.355514,8.490849,7.707236,17.2,0.1950467,0.8,0,1990,39,1,12.9921,0.4432944,1,1,0.8333333,7.725555
"244","HND","Honduras",0.155934,0.0762817,0.0482526,0.4378215,0.2817101,79,3.887,0.6666667,NA,8.634976,7.626646,17.8,0.2705446,0.8,0,1995,40,1,13.04463,0.4335624,1,1,0.8333333,7.707236
"245","HND","Honduras",0.1648335,0.0807126,0.0520527,0.4165763,0.285825,79,NA,0.6666667,NA,8.766706,7.625558,18.7,0.2099019,0.85,0,2000,41,1,13.12324,0.4400804,1,1,0.6666667,7.626646
"246","IDN","Indonesia",0.1781128,0.0973941,0.0522013,0.4211105,0.2511813,83,2.285,0.3333333,0.2261451,11.67451,6.991541,19,0.1429382,0.15,0,1970,35,1,10.27011,0.2802945,1,1,0.1,6.797702
"247","IDN","Indonesia",0.1736323,0.0992971,0.05397,0.4136264,0.2594741,83,2.466,0.3333333,0.2411854,11.79501,7.256683,19.1,0.2666667,0.15,0,1975,36,1,10.35634,0.2813272,1,1,0.3333333,6.991541
"248","IDN","Indonesia",0.1652779,0.1044035,0.0547396,0.4043522,0.2712267,83,3.086,0.3333333,0.2546586,11.90701,7.54732,19.6,0.3801062,0.15,0,1980,37,1,10.44707,0.3085467,1,1,0.3333333,7.256683
